FIPS,State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Renter-Occupied Housing Units,Renter-Occupied Housing Units: More than 10.0 Percent,Renter-Occupied Housing Units: More than 20.0 Percent,Renter-Occupied Housing Units: More than 30.0 Percent,Renter-Occupied Housing Units: More than 40.0 Percent,Renter-Occupied Housing Units: More than 50.0 Percent,Renter-Occupied Housing Units: Not Computed,% Renter-Occupied Housing Units: More than 10.0 Percent,% Renter-Occupied Housing Units: More than 20.0 Percent,% Renter-Occupied Housing Units: More than 30.0 Percent,% Renter-Occupied Housing Units: More than 40.0 Percent,% Renter-Occupied Housing Units: More than 50.0 Percent,% Renter-Occupied Housing Units: Not Computed,Renter-Occupied Housing Units,Renter-Occupied Housing Units: 30 to 49 Percent,Renter-Occupied Housing Units: 50 percent or More,% Renter-Occupied Housing Units: 30 to 49 Percent,% Renter-Occupied Housing Units: 50 percent or More,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,% Population for Whom Poverty Status Is Determined: Under .50,% Population for Whom Poverty Status Is Determined: .50 to .74,% Population for Whom Poverty Status Is Determined: .75 to .99,% Population for Whom Poverty Status Is Determined: 1.00 to 1.49,% Population for Whom Poverty Status Is Determined: 1.50 to 1.99,% Population for Whom Poverty Status Is Determined: 2.00 and Over,White Alone Population for Whom Poverty Status Is  Determined:,White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined:,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined:,Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined:,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined:,Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined:,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level
06037104404,06,037,104404,1400000US06037104404,Census Tract 1044.04,,423,395,318,242,218,206,18,93.38,75.18,57.21,51.54,48.7,4.26,423,36,206,8.51,48.7,3328,145,57,270,495,496,1865,4.36,1.71,8.11,14.87,14.9,56.04,724,136,588,18.78,81.22,0,0,0,,,0,0,0,,,20,0,20,0,100,0,0,0,,,1489,26,1463,1.75,98.25,1095,310,785,28.31,71.69,3261,464,2797,14.23,85.77
06037104500,06,037,104500,1400000US06037104500,Census Tract 1045,,168,152,152,130,104,84,16,90.48,90.48,77.38,61.9,50,9.52,168,46,84,27.38,50,3507,443,513,231,42,612,1666,12.63,14.63,6.59,1.2,17.45,47.5,508,87,421,17.13,82.87,4,0,4,0,100,6,6,0,100,0,26,0,26,0,100,0,0,0,,,1356,318,1038,23.45,76.55,1607,776,831,48.29,51.71,3415,1156,2259,33.85,66.15
06037104610,06,037,104610,1400000US06037104610,Census Tract 1046.10,,266,266,240,193,69,52,0,100,90.23,72.56,25.94,19.55,0,266,141,52,53.01,19.55,3053,160,46,60,340,505,1942,5.24,1.51,1.97,11.14,16.54,63.61,467,71,396,15.2,84.8,0,0,0,,,44,6,38,13.64,86.36,10,0,10,0,100,0,0,0,,,1696,46,1650,2.71,97.29,836,143,693,17.11,82.89,2960,240,2720,8.11,91.89
06037104620,06,037,104620,1400000US06037104620,Census Tract 1046.20,,235,219,170,155,117,74,0,93.19,72.34,65.96,49.79,31.49,0,235,81,74,34.47,31.49,3222,160,105,367,125,523,1942,4.97,3.26,11.39,3.88,16.23,60.27,821,98,723,11.94,88.06,0,0,0,,,49,0,49,0,100,18,0,18,0,100,0,0,0,,,1167,221,946,18.94,81.06,1167,313,854,26.82,73.18,3075,595,2480,19.35,80.65
06037104701,06,037,104701,1400000US06037104701,Census Tract 1047.01,,727,721,588,377,269,189,6,99.17,80.88,51.86,37,26,0.83,727,188,189,25.86,26,3904,262,310,612,616,890,1214,6.71,7.94,15.68,15.78,22.8,31.1,928,222,706,23.92,76.08,118,113,5,95.76,4.24,108,10,98,9.26,90.74,9,3,6,33.33,66.67,14,0,14,0,100,1328,233,1095,17.55,82.45,1399,603,796,43.1,56.9,3839,1139,2700,29.67,70.33
06037104703,06,037,104703,1400000US06037104703,Census Tract 1047.03,,371,351,260,182,143,117,20,94.61,70.08,49.06,38.54,31.54,5.39,371,65,117,17.52,31.54,2306,139,207,63,238,299,1360,6.03,8.98,2.73,10.32,12.97,58.98,537,75,462,13.97,86.03,181,169,12,93.37,6.63,33,6,27,18.18,81.82,45,0,45,0,100,0,0,0,,,455,115,340,25.27,74.73,1055,44,1011,4.17,95.83,1874,176,1698,9.39,90.61
06037104704,06,037,104704,1400000US06037104704,Census Tract 1047.04,,432,388,319,277,215,120,10,89.81,73.84,64.12,49.77,27.78,2.31,432,157,120,36.34,27.78,4580,458,333,294,514,640,2341,10,7.27,6.42,11.22,13.97,51.11,958,171,787,17.85,82.15,282,158,124,56.03,43.97,3,3,0,100,0,133,0,133,0,100,0,0,0,,,1443,91,1352,6.31,93.69,1761,662,1099,37.59,62.41,3727,827,2900,22.19,77.81
06037104821,06,037,104821,1400000US06037104821,Census Tract 1048.21,,462,432,339,206,103,91,17,93.51,73.38,44.59,22.29,19.7,3.68,462,115,91,24.89,19.7,3403,366,53,139,421,312,2112,10.76,1.56,4.08,12.37,9.17,62.06,797,124,673,15.56,84.44,0,0,0,,,8,0,8,0,100,48,0,48,0,100,0,0,0,,,1260,313,947,24.84,75.16,1290,121,1169,9.38,90.62,3176,526,2650,16.56,83.44
06037104822,06,037,104822,1400000US06037104822,Census Tract 1048.22,,420,411,361,271,194,137,6,97.86,85.95,64.52,46.19,32.62,1.43,420,134,137,31.9,32.62,2199,195,0,408,529,69,998,8.87,0,18.55,24.06,3.14,45.38,387,97,290,25.06,74.94,10,0,10,0,100,26,0,26,0,100,101,14,87,13.86,86.14,0,0,0,,,849,223,626,26.27,73.73,826,269,557,32.57,67.43,2034,576,1458,28.32,71.68
06037104823,06,037,104823,1400000US06037104823,Census Tract 1048.23,,129,126,116,116,93,93,3,97.67,89.92,89.92,72.09,72.09,2.33,129,23,93,17.83,72.09,3195,438,55,214,888,108,1492,13.71,1.72,6.7,27.79,3.38,46.7,388,32,356,8.25,91.75,143,0,143,0,100,0,0,0,,,354,0,354,0,100,0,0,0,,,761,269,492,35.35,64.65,1549,406,1143,26.21,73.79,2639,696,1943,26.37,73.63
06037104824,06,037,104824,1400000US06037104824,Census Tract 1048.24,,95,82,65,65,65,46,4,86.32,68.42,68.42,68.42,48.42,4.21,95,19,46,20,48.42,2582,114,0,158,189,99,2022,4.42,0,6.12,7.32,3.83,78.31,335,9,326,2.69,97.31,0,0,0,,,60,0,60,0,100,0,0,0,,,17,0,17,0,100,1220,80,1140,6.56,93.44,950,183,767,19.26,80.74,2535,272,2263,10.73,89.27
06037106010,06,037,106010,1400000US06037106010,Census Tract 1060.10,,179,144,138,124,62,62,35,80.45,77.09,69.27,34.64,34.64,19.55,179,62,62,34.64,34.64,4037,116,92,0,228,252,3349,2.87,2.28,0,5.65,6.24,82.96,1521,94,1427,6.18,93.82,34,0,34,0,100,21,0,21,0,100,52,0,52,0,100,15,0,15,0,100,1099,64,1035,5.82,94.18,1295,50,1245,3.86,96.14,3030,106,2924,3.5,96.5
06037106020,06,037,106020,1400000US06037106020,Census Tract 1060.20,,359,312,263,233,223,178,47,86.91,73.26,64.9,62.12,49.58,13.09,359,55,178,15.32,49.58,4847,736,68,38,375,276,3354,15.18,1.4,0.78,7.74,5.69,69.2,923,30,893,3.25,96.75,220,187,33,85,15,77,0,77,0,100,423,28,395,6.62,93.38,0,0,0,,,2219,501,1718,22.58,77.42,985,96,889,9.75,90.25,3661,615,3046,16.8,83.2
06037106111,06,037,106111,1400000US06037106111,Census Tract 1061.11,,55,25,0,0,0,0,30,45.45,0,0,0,0,54.55,55,0,0,0,0,4698,98,64,66,232,281,3957,2.09,1.36,1.4,4.94,5.98,84.23,1981,80,1901,4.04,95.96,274,3,271,1.09,98.91,46,0,46,0,100,548,0,548,0,100,0,0,0,,,1093,73,1020,6.68,93.32,756,72,684,9.52,90.48,2717,180,2537,6.62,93.38
06037106112,06,037,106112,1400000US06037106112,Census Tract 1061.12,,261,217,162,100,84,38,44,83.14,62.07,38.31,32.18,14.56,16.86,261,62,38,23.75,14.56,4920,64,246,399,157,245,3809,1.3,5,8.11,3.19,4.98,77.42,1766,302,1464,17.1,82.9,82,1,81,1.22,98.78,299,10,289,3.34,96.66,355,45,310,12.68,87.32,0,0,0,,,1412,298,1114,21.1,78.9,1006,53,953,5.27,94.73,3591,588,3003,16.37,83.63
06037106113,06,037,106113,1400000US06037106113,Census Tract 1061.13,,106,98,77,77,60,51,0,92.45,72.64,72.64,56.6,48.11,0,106,26,51,24.53,48.11,3743,72,23,34,536,118,2960,1.92,0.61,0.91,14.32,3.15,79.08,1056,54,1002,5.11,94.89,47,7,40,14.89,85.11,91,0,91,0,100,607,0,607,0,100,6,6,0,100,0,704,26,678,3.69,96.31,1232,36,1196,2.92,97.08,2647,86,2561,3.25,96.75
06037106114,06,037,106114,1400000US06037106114,Census Tract 1061.14,,933,891,771,567,469,380,42,95.5,82.64,60.77,50.27,40.73,4.5,933,187,380,20.04,40.73,6929,529,322,880,363,1062,3773,7.63,4.65,12.7,5.24,15.33,54.45,1935,795,1140,41.09,58.91,73,6,67,8.22,91.78,20,10,10,50,50,726,27,699,3.72,96.28,41,0,41,0,100,2504,679,1825,27.12,72.88,1630,214,1416,13.13,86.87,5757,1558,4199,27.06,72.94
06037106403,06,037,106403,1400000US06037106403,Census Tract 1064.03,,201,136,136,121,111,68,65,67.66,67.66,60.2,55.22,33.83,32.34,201,53,68,26.37,33.83,3814,189,122,23,478,316,2686,4.96,3.2,0.6,12.53,8.29,70.42,1137,167,970,14.69,85.31,190,0,190,0,100,8,0,8,0,100,60,0,60,0,100,67,0,67,0,100,1600,128,1472,8,92,752,39,713,5.19,94.81,3163,176,2987,5.56,94.44
06037106405,06,037,106405,1400000US06037106405,Census Tract 1064.05,,418,375,307,162,48,34,43,89.71,73.44,38.76,11.48,8.13,10.29,418,128,34,30.62,8.13,4073,360,135,215,49,560,2754,8.84,3.31,5.28,1.2,13.75,67.62,1127,266,861,23.6,76.4,429,247,182,57.58,42.42,31,0,31,0,100,305,0,305,0,100,0,0,0,,,999,45,954,4.5,95.5,1182,152,1030,12.86,87.14,2940,397,2543,13.5,86.5
06037106406,06,037,106406,1400000US06037106406,Census Tract 1064.06,,432,392,347,236,192,52,40,90.74,80.32,54.63,44.44,12.04,9.26,432,184,52,42.59,12.04,6292,148,16,70,315,770,4973,2.35,0.25,1.11,5.01,12.24,79.04,2258,27,2231,1.2,98.8,132,5,127,3.79,96.21,0,0,0,,,546,43,503,7.88,92.12,0,0,0,,,1999,108,1891,5.4,94.6,1357,51,1306,3.76,96.24,4405,159,4246,3.61,96.39
06037106407,06,037,106407,1400000US06037106407,Census Tract 1064.07,,696,679,655,532,396,275,17,97.56,94.11,76.44,56.9,39.51,2.44,696,257,275,36.93,39.51,2183,237,311,211,328,340,756,10.86,14.25,9.67,15.03,15.57,34.63,650,199,451,30.62,69.38,137,66,71,48.18,51.82,11,5,6,45.45,54.55,52,29,23,55.77,44.23,0,0,0,,,963,356,607,36.97,63.03,370,104,266,28.11,71.89,1876,625,1251,33.32,66.68
06037106408,06,037,106408,1400000US06037106408,Census Tract 1064.08,,820,770,676,493,359,247,50,93.9,82.44,60.12,43.78,30.12,6.1,820,246,247,30,30.12,3789,546,219,356,610,273,1785,14.41,5.78,9.4,16.1,7.21,47.11,1015,245,770,24.14,75.86,147,26,121,17.69,82.31,151,22,129,14.57,85.43,64,0,64,0,100,5,0,5,0,100,1302,533,769,40.94,59.06,1105,295,810,26.7,73.3,3408,1030,2378,30.22,69.78
06037106510,06,037,106510,1400000US06037106510,Census Tract 1065.10,,354,354,337,288,179,179,0,100,95.2,81.36,50.56,50.56,0,354,109,179,30.79,50.56,5373,523,167,143,197,423,3920,9.73,3.11,2.66,3.67,7.87,72.96,1898,387,1511,20.39,79.61,107,0,107,0,100,127,0,127,0,100,1188,8,1180,0.67,99.33,0,0,0,,,1212,365,847,30.12,69.88,841,73,768,8.68,91.32,3093,758,2335,24.51,75.49
06037106520,06,037,106520,1400000US06037106520,Census Tract 1065.20,,422,380,362,261,179,161,42,90.05,85.78,61.85,42.42,38.15,9.95,422,100,161,23.7,38.15,5475,358,159,194,296,405,4063,6.54,2.9,3.54,5.41,7.4,74.21,2089,391,1698,18.72,81.28,206,5,201,2.43,97.57,73,21,52,28.77,71.23,90,23,67,25.56,74.44,0,0,0,,,1900,247,1653,13,87,1117,24,1093,2.15,97.85,4770,613,4157,12.85,87.15
06037106603,06,037,106603,1400000US06037106603,Census Tract 1066.03,,135,121,87,87,87,73,14,89.63,64.44,64.44,64.44,54.07,10.37,135,14,73,10.37,54.07,3679,166,11,32,139,351,2980,4.51,0.3,0.87,3.78,9.54,81,1899,186,1713,9.79,90.21,260,13,247,5,95,6,0,6,0,100,632,4,628,0.63,99.37,0,0,0,,,193,6,187,3.11,96.89,689,0,689,0,100,985,12,973,1.22,98.78
06037106604,06,037,106604,1400000US06037106604,Census Tract 1066.04,,788,707,659,483,364,220,33,89.72,83.63,61.29,46.19,27.92,4.19,788,263,220,33.38,27.92,4349,109,67,363,281,206,3323,2.51,1.54,8.35,6.46,4.74,76.41,1223,233,990,19.05,80.95,139,5,134,3.6,96.4,16,0,16,0,100,181,0,181,0,100,0,0,0,,,1421,277,1144,19.49,80.51,1369,24,1345,1.75,98.25,3800,496,3304,13.05,86.95
06037106641,06,037,106641,1400000US06037106641,Census Tract 1066.41,,123,110,110,75,63,58,13,89.43,89.43,60.98,51.22,47.15,10.57,123,17,58,13.82,47.15,2076,122,0,14,93,33,1814,5.88,0,0.67,4.48,1.59,87.38,1385,117,1268,8.45,91.55,50,0,50,0,100,0,0,0,,,377,10,367,2.65,97.35,0,0,0,,,30,9,21,30,70,234,0,234,0,100,166,15,151,9.04,90.96
06037106642,06,037,106642,1400000US06037106642,Census Tract 1066.42,,113,104,104,95,25,25,9,92.04,92.04,84.07,22.12,22.12,7.96,113,70,25,61.95,22.12,3484,96,43,143,63,44,3095,2.76,1.23,4.1,1.81,1.26,88.83,2482,109,2373,4.39,95.61,30,30,0,100,0,39,0,39,0,100,317,0,317,0,100,0,0,0,,,185,143,42,77.3,22.7,431,0,431,0,100,717,143,574,19.94,80.06
06037106643,06,037,106643,1400000US06037106643,Census Tract 1066.43,,59,45,45,10,0,0,14,76.27,76.27,16.95,0,0,23.73,59,10,0,16.95,0,4311,39,45,36,84,95,4012,0.9,1.04,0.84,1.95,2.2,93.06,2499,41,2458,1.64,98.36,340,0,340,0,100,0,0,0,,,743,24,719,3.23,96.77,0,0,0,,,564,55,509,9.75,90.25,165,0,165,0,100,468,5,463,1.07,98.93
06037106645,06,037,106645,1400000US06037106645,Census Tract 1066.45,,161,161,161,138,138,108,0,100,100,85.71,85.71,67.08,0,161,30,108,18.63,67.08,3672,132,4,54,9,109,3364,3.59,0.11,1.47,0.25,2.97,91.61,2508,140,2368,5.58,94.42,8,0,8,0,100,155,0,155,0,100,462,25,437,5.41,94.59,0,0,0,,,239,18,221,7.53,92.47,300,7,293,2.33,97.67,1000,19,981,1.9,98.1
06037106646,06,037,106646,1400000US06037106646,Census Tract 1066.46,,146,146,111,103,88,51,0,100,76.03,70.55,60.27,34.93,0,146,52,51,35.62,34.93,2973,124,33,12,178,240,2386,4.17,1.11,0.4,5.99,8.07,80.26,1372,34,1338,2.48,97.52,149,45,104,30.2,69.8,3,0,3,0,100,639,46,593,7.2,92.8,0,0,0,,,412,44,368,10.68,89.32,398,0,398,0,100,794,41,753,5.16,94.84
06037106648,06,037,106648,1400000US06037106648,Census Tract 1066.48,,692,615,553,434,377,210,24,88.87,79.91,62.72,54.48,30.35,3.47,692,224,210,32.37,30.35,4698,379,67,187,637,338,3090,8.07,1.43,3.98,13.56,7.19,65.77,1627,243,1384,14.94,85.06,0,0,0,,,263,33,230,12.55,87.45,0,0,0,,,35,0,35,0,100,1362,160,1202,11.75,88.25,1411,197,1214,13.96,86.04,4307,597,3710,13.86,86.14
06037106649,06,037,106649,1400000US06037106649,Census Tract 1066.49,,66,60,60,55,48,31,6,90.91,90.91,83.33,72.73,46.97,9.09,66,24,31,36.36,46.97,2689,72,31,30,129,195,2232,2.68,1.15,1.12,4.8,7.25,83,505,40,465,7.92,92.08,25,0,25,0,100,22,0,22,0,100,486,23,463,4.73,95.27,7,0,7,0,100,1274,22,1252,1.73,98.27,370,48,322,12.97,87.03,1860,110,1750,5.91,94.09
06037107010,06,037,107010,1400000US06037107010,Census Tract 1070.10,,252,248,212,146,49,9,4,98.41,84.13,57.94,19.44,3.57,1.59,252,137,9,54.37,3.57,2928,58,24,46,302,508,1990,1.98,0.82,1.57,10.31,17.35,67.96,923,98,825,10.62,89.38,8,0,8,0,100,86,4,82,4.65,95.35,56,0,56,0,100,0,0,0,,,1279,17,1262,1.33,98.67,576,9,567,1.56,98.44,2719,107,2612,3.94,96.06
06037107020,06,037,107020,1400000US06037107020,Census Tract 1070.20,,359,319,286,247,206,198,40,88.86,79.67,68.8,57.38,55.15,11.14,359,49,198,13.65,55.15,4921,804,42,61,588,681,2745,16.34,0.85,1.24,11.95,13.84,55.78,1288,71,1217,5.51,94.49,56,2,54,3.57,96.43,75,0,75,0,100,194,0,194,0,100,135,0,135,0,100,1848,143,1705,7.74,92.26,1325,691,634,52.15,47.85,4296,844,3452,19.65,80.35
06037108101,06,037,108101,1400000US06037108101,Census Tract 1081.01,,66,33,28,7,0,0,33,50,42.42,10.61,0,0,50,66,7,0,10.61,0,2128,39,9,27,9,39,2005,1.83,0.42,1.27,0.42,1.83,94.22,1178,42,1136,3.57,96.43,22,0,22,0,100,56,0,56,0,100,506,26,480,5.14,94.86,0,0,0,,,46,7,39,15.22,84.78,320,0,320,0,100,407,7,400,1.72,98.28
06037108102,06,037,108102,1400000US06037108102,Census Tract 1081.02,,172,126,117,93,93,78,37,73.26,68.02,54.07,54.07,45.35,21.51,172,15,78,8.72,45.35,3474,86,3,321,57,177,2830,2.48,0.09,9.24,1.64,5.09,81.46,1823,163,1660,8.94,91.06,56,1,55,1.79,98.21,0,0,0,,,1226,203,1023,16.56,83.44,0,0,0,,,157,18,139,11.46,88.54,212,25,187,11.79,88.21,360,43,317,11.94,88.06
06037108103,06,037,108103,1400000US06037108103,Census Tract 1081.03,,101,94,94,94,52,52,7,93.07,93.07,93.07,51.49,51.49,6.93,101,42,52,41.58,51.49,3053,38,47,108,91,102,2667,1.24,1.54,3.54,2.98,3.34,87.36,1769,124,1645,7.01,92.99,115,52,63,45.22,54.78,0,0,0,,,811,17,794,2.1,97.9,0,0,0,,,67,0,67,0,100,291,0,291,0,100,257,0,257,0,100
06037108104,06,037,108104,1400000US06037108104,Census Tract 1081.04,,84,84,84,52,5,5,0,100,100,61.9,5.95,5.95,0,84,47,5,55.95,5.95,1754,50,0,0,52,56,1596,2.85,0,0,2.96,3.19,90.99,1012,45,967,4.45,95.55,58,0,58,0,100,0,0,0,,,396,5,391,1.26,98.74,0,0,0,,,162,0,162,0,100,126,0,126,0,100,121,0,121,0,100
06037108202,06,037,108202,1400000US06037108202,Census Tract 1082.02,,1031,1004,924,767,470,390,27,97.38,89.62,74.39,45.59,37.83,2.62,1031,377,390,36.57,37.83,10191,246,0,86,409,119,9331,2.41,0,0.84,4.01,1.17,91.56,3320,161,3159,4.85,95.15,1599,0,1599,0,100,0,0,0,,,3624,0,3624,0,100,144,0,144,0,100,413,151,262,36.56,63.44,1091,20,1071,1.83,98.17,1061,144,917,13.57,86.43
06037108203,06,037,108203,1400000US06037108203,Census Tract 1082.03,,300,300,223,186,145,65,0,100,74.33,62,48.33,21.67,0,300,121,65,40.33,21.67,3157,42,12,114,85,239,2665,1.33,0.38,3.61,2.69,7.57,84.42,1296,12,1284,0.93,99.07,352,0,352,0,100,99,0,99,0,100,1278,156,1122,12.21,87.79,0,0,0,,,15,0,15,0,100,117,0,117,0,100,249,0,249,0,100
06037108204,06,037,108204,1400000US06037108204,Census Tract 1082.04,,46,20,20,20,14,14,19,43.48,43.48,43.48,30.43,30.43,41.3,46,6,14,13.04,30.43,1782,8,0,42,26,0,1706,0.45,0,2.36,1.46,0,95.74,693,50,643,7.22,92.78,75,0,75,0,100,16,0,16,0,100,922,0,922,0,100,0,0,0,,,0,0,0,,,76,0,76,0,100,108,50,58,46.3,53.7
06037109100,06,037,109100,1400000US06037109100,Census Tract 1091,,273,246,241,162,127,127,27,90.11,88.28,59.34,46.52,46.52,9.89,273,35,127,12.82,46.52,2554,134,5,86,170,169,1990,5.25,0.2,3.37,6.66,6.62,77.92,915,132,783,14.43,85.57,110,8,102,7.27,92.73,37,14,23,37.84,62.16,507,0,507,0,100,0,0,0,,,559,50,509,8.94,91.06,426,21,405,4.93,95.07,1252,137,1115,10.94,89.06
06037109200,06,037,109200,1400000US06037109200,Census Tract 1092,,151,118,91,33,33,23,26,78.15,60.26,21.85,21.85,15.23,17.22,151,10,23,6.62,15.23,2863,77,13,67,39,93,2574,2.69,0.45,2.34,1.36,3.25,89.91,1109,46,1063,4.15,95.85,87,0,87,0,100,0,0,0,,,1014,88,926,8.68,91.32,0,0,0,,,296,0,296,0,100,357,23,334,6.44,93.56,665,23,642,3.46,96.54
06037109300,06,037,109300,1400000US06037109300,Census Tract 1093,,111,97,91,67,67,45,14,87.39,81.98,60.36,60.36,40.54,12.61,111,22,45,19.82,40.54,2895,50,14,90,35,243,2463,1.73,0.48,3.11,1.21,8.39,85.08,1283,87,1196,6.78,93.22,62,21,41,33.87,66.13,0,0,0,,,495,12,483,2.42,97.58,0,0,0,,,328,14,314,4.27,95.73,727,20,707,2.75,97.25,1327,56,1271,4.22,95.78
06037109400,06,037,109400,1400000US06037109400,Census Tract 1094,,358,302,293,261,179,114,56,84.36,81.84,72.91,50,31.84,15.64,358,147,114,41.06,31.84,3615,138,21,38,347,361,2710,3.82,0.58,1.05,9.6,9.99,74.97,681,81,600,11.89,88.11,14,0,14,0,100,57,31,26,54.39,45.61,224,38,186,16.96,83.04,0,0,0,,,1541,34,1507,2.21,97.79,1098,13,1085,1.18,98.82,2861,106,2755,3.7,96.3
06037109500,06,037,109500,1400000US06037109500,Census Tract 1095,,215,183,161,120,72,72,32,85.12,74.88,55.81,33.49,33.49,14.88,215,48,72,22.33,33.49,3809,211,412,31,408,478,2269,5.54,10.82,0.81,10.71,12.55,59.57,852,146,706,17.14,82.86,58,13,45,22.41,77.59,130,0,130,0,100,139,0,139,0,100,0,0,0,,,2101,408,1693,19.42,80.58,529,87,442,16.45,83.55,3378,597,2781,17.67,82.33
06037109601,06,037,109601,1400000US06037109601,Census Tract 1096.01,,197,197,165,118,84,84,0,100,83.76,59.9,42.64,42.64,0,197,34,84,17.26,42.64,5042,278,25,81,370,550,3738,5.51,0.5,1.61,7.34,10.91,74.14,1546,80,1466,5.17,94.83,227,7,220,3.08,96.92,62,3,59,4.84,95.16,452,66,386,14.6,85.4,0,0,0,,,1462,180,1282,12.31,87.69,1293,48,1245,3.71,96.29,3025,275,2750,9.09,90.91
06037109603,06,037,109603,1400000US06037109603,Census Tract 1096.03,,513,513,413,301,237,174,0,100,80.51,58.67,46.2,33.92,0,513,127,174,24.76,33.92,4038,211,161,106,340,342,2878,5.23,3.99,2.63,8.42,8.47,71.27,715,74,641,10.35,89.65,74,41,33,55.41,44.59,17,8,9,47.06,52.94,649,29,620,4.47,95.53,50,0,50,0,100,2070,296,1774,14.3,85.7,463,30,433,6.48,93.52,2957,353,2604,11.94,88.06
06037109604,06,037,109604,1400000US06037109604,Census Tract 1096.04,,169,157,128,95,65,60,12,92.9,75.74,56.21,38.46,35.5,7.1,169,35,60,20.71,35.5,2721,135,142,18,184,89,2153,4.96,5.22,0.66,6.76,3.27,79.13,811,182,629,22.44,77.56,67,0,67,0,100,198,22,176,11.11,88.89,249,23,226,9.24,90.76,1,0,1,0,100,882,61,821,6.92,93.08,513,7,506,1.36,98.64,1929,186,1743,9.64,90.36
06037109700,06,037,109700,1400000US06037109700,Census Tract 1097,,396,396,292,241,162,130,0,100,73.74,60.86,40.91,32.83,0,396,111,130,28.03,32.83,4203,103,9,116,182,440,3353,2.45,0.21,2.76,4.33,10.47,79.78,1797,104,1693,5.79,94.21,101,78,23,77.23,22.77,20,0,20,0,100,738,13,725,1.76,98.24,65,0,65,0,100,472,8,464,1.69,98.31,1010,25,985,2.48,97.52,1547,106,1441,6.85,93.15
